"","zipcode","countyname","statefips","countyfips","prop_in_county"
"1138","93445","San Luis Obispo","06","079",1.00000031720104
"1139","93444","San Luis Obispo","06","079",0.999917535166902
"1140","93402","San Luis Obispo","06","079",0.999997290085171
"1141","93430","San Luis Obispo","06","079",0.999999852553254
"1142","93254","Santa Barbara","06","083",0.967284944263377
"1143","93105","Santa Barbara","06","083",1
"1144","93440","Santa Barbara","06","083",1
"1145","93117","Santa Barbara","06","083",1.00000038325459
"1146","93436","Santa Barbara","06","083",1
"1147","93441","Santa Barbara","06","083",1
"1148","93454","Santa Barbara","06","083",0.743222213612247
"1149","93067","Santa Barbara","06","083",1.00000048418035
"1150","93110","Santa Barbara","06","083",0.999993623221981
"1151","93013","Santa Barbara","06","083",0.847102004769963
"1152","93111","Santa Barbara","06","083",0.999999999989463
"1153","93427","Santa Barbara","06","083",1
"1154","93429","Santa Barbara","06","083",1
"1155","93437","Santa Barbara","06","083",1
"1156","93434","Santa Barbara","06","083",0.999979217018088
"1157","93108","Santa Barbara","06","083",1.00000001570137
"1158","93460","Santa Barbara","06","083",1
"1159","93463","Santa Barbara","06","083",1
"1160","93101","Santa Barbara","06","083",0.999999999915327
"1161","93458","Santa Barbara","06","083",0.998362242202131
"1162","93103","Santa Barbara","06","083",1.00000125119839
"1163","93455","Santa Barbara","06","083",1
"1164","93109","Santa Barbara","06","083",1.0000009999772
"1165","94952","Sonoma","06","097",0.535015568626762
"1166","95441","Sonoma","06","097",1
"1167","95404","Sonoma","06","097",0.999982355614473
"1168","95430","Sonoma","06","097",1
"1169","95476","Sonoma","06","097",0.999842029947765
"1170","95472","Sonoma","06","097",1
"1171","95448","Sonoma","06","097",1
"1172","94954","Sonoma","06","097",0.999965144454724
"1173","95439","Sonoma","06","097",1
"1174","95409","Sonoma","06","097",0.999973522012944
"1175","95486","Sonoma","06","097",1
"1176","95421","Sonoma","06","097",0.999932139363703
"1177","95425","Sonoma","06","097",0.657348936578122
"1178","95431","Sonoma","06","097",1
"1179","95444","Sonoma","06","097",1
"1180","95412","Sonoma","06","097",0.999308346150787
"1181","95465","Sonoma","06","097",0.999999998087945
"1182","94922","Sonoma","06","097",0.999800992995613
"1183","94928","Sonoma","06","097",1
"1184","94931","Sonoma","06","097",1
"1185","94951","Sonoma","06","097",1
"1186","95436","Sonoma","06","097",1
"1187","95442","Sonoma","06","097",0.999777032690323
"1188","95401","Sonoma","06","097",1
"1189","95446","Sonoma","06","097",1
"1190","95462","Sonoma","06","097",1
"1191","95471","Sonoma","06","097",1
"1192","95403","Sonoma","06","097",1
"1193","95405","Sonoma","06","097",1
"1194","95452","Sonoma","06","097",0.999940619196639
"1195","95407","Sonoma","06","097",1
"1196","95497","Sonoma","06","097",0.999999999996154
"1197","95492","Sonoma","06","097",1
"1198","94923","Sonoma","06","097",0.999902167284025
"1199","95450","Sonoma","06","097",0.999999998844788
"1200","95957","Sutter","06","101",0.999601820200234
"1201","95668","Sutter","06","101",0.693002956942418
"1202","95982","Sutter","06","101",1
"1203","95993","Sutter","06","101",1
"1204","95953","Sutter","06","101",0.99800518346607
"1205","95645","Sutter","06","101",0.424220292327324
"1206","95659","Sutter","06","101",1
"1207","95674","Sutter","06","101",0.999187297001097
"1208","95991","Sutter","06","101",0.999508262450696
"1209","93235","Tulare","06","107",1
"1210","93666","Tulare","06","107",1
"1211","93265","Tulare","06","107",1
"1212","93527","Tulare","06","107",0.866920837166038
"1213","93257","Tulare","06","107",0.999990803041295
"1214","93262","Tulare","06","107",1
"1215","93271","Tulare","06","107",1
"1216","93223","Tulare","06","107",1
"1217","93201","Tulare","06","107",0.867601224739647
"1218","93207","Tulare","06","107",1
"1219","93208","Tulare","06","107",1
"1220","93277","Tulare","06","107",1
"1221","93267","Tulare","06","107",1
"1222","93631","Tulare","06","107",0.541383670170458
"1223","93272","Tulare","06","107",1
"1224","93256","Tulare","06","107",1
"1225","93615","Tulare","06","107",1
"1226","93260","Tulare","06","107",0.999536823526868
"1227","93673","Tulare","06","107",1
"1228","93286","Tulare","06","107",1
"1229","93647","Tulare","06","107",0.999691534129844
"1230","93221","Tulare","06","107",1
"1231","93218","Tulare","06","107",1
"1232","93603","Tulare","06","107",0.999999999010605
"1233","93258","Tulare","06","107",1
"1234","93261","Tulare","06","107",1
"1235","93270","Tulare","06","107",1
"1236","93247","Tulare","06","107",1
"1237","93274","Tulare","06","107",0.999948694747379
"1238","93212","Tulare","06","107",0.539305737786419
"1239","93291","Tulare","06","107",1
"1240","93244","Tulare","06","107",1
"1241","93292","Tulare","06","107",1
"1242","93618","Tulare","06","107",0.898761660592789
"1243","93219","Tulare","06","107",0.999995624599179
"1244","95607","Yolo","06","113",0.999961332241889
"1245","95694","Yolo","06","113",0.734044790140301
"1246","95697","Yolo","06","113",1
"1247","95616","Yolo","06","113",0.999503265207353
"1248","95691","Yolo","06","113",0.999342284214706
"1249","95695","Yolo","06","113",1
"1250","95653","Yolo","06","113",1
"1251","95605","Yolo","06","113",0.999989335255298
"1252","95776","Yolo","06","113",0.999982464232164
"1253","95679","Yolo","06","113",0.99984003591849
"1254","95612","Yolo","06","113",0.954295122535513
"1255","95606","Yolo","06","113",1
"1256","95937","Yolo","06","113",0.999554614829407
"1257","95698","Yolo","06","113",1
"1258","95627","Yolo","06","113",1
"1259","95637","Yolo","06","113",0.999673995965849
"1260","95618","Yolo","06","113",0.751541270045793
"1261","99124","Okanogan","53","047",1
"1262","98814","Okanogan","53","047",0.999965538291253
"1263","98812","Okanogan","53","047",0.835854552896987
"1264","98827","Okanogan","53","047",0.999999999996794
"1265","98840","Okanogan","53","047",0.999977312222876
"1266","98862","Okanogan","53","047",0.877158036716992
"1267","99155","Okanogan","53","047",0.927867057439973
"1268","98819","Okanogan","53","047",1
"1269","98833","Okanogan","53","047",0.99994054306648
"1270","98856","Okanogan","53","047",0.999520331836746
"1271","98841","Okanogan","53","047",0.999903550979185
"1272","98829","Okanogan","53","047",1
"1273","98849","Okanogan","53","047",1
"1274","98834","Okanogan","53","047",0.999949850150787
"1275","99116","Okanogan","53","047",0.991872140252478
"1276","98844","Okanogan","53","047",0.999936572539729
"1277","98859","Okanogan","53","047",0.997696080120593
"1278","98855","Okanogan","53","047",0.999988282533443
"1279","98846","Okanogan","53","047",0.999879397646427
"1280","98638","Pacific","53","049",0.91135340934908
"1281","98586","Pacific","53","049",0.99999999777232
"1282","98577","Pacific","53","049",0.999908744720655
"1283","98644","Pacific","53","049",0.999998375265192
"1284","98641","Pacific","53","049",1
"1285","98547","Pacific","53","049",0.595542216027525
"1286","98527","Pacific","53","049",0.999999967540046
"1287","98640","Pacific","53","049",0.999999926251939
"1288","98590","Pacific","53","049",1.00000097205809
"1289","98624","Pacific","53","049",0.999999697282825
"1290","98631","Pacific","53","049",0.999994547373593
"1291","98614","Pacific","53","049",0.999999999988236
"1292","98304","Pierce","53","053",0.983286603669359
"1293","98422","Pierce","53","053",0.999941434634694
"1294","98404","Pierce","53","053",1
"1295","98385","Pierce","53","053",1
"1296","98328","Pierce","53","053",0.999681046179128
"1297","98580","Pierce","53","053",0.996301373293804
"1298","98321","Pierce","53","053",0.999138257292678
"1299","98424","Pierce","53","053",1
"1300","98447","Pierce","53","053",1
"1301","98323","Pierce","53","053",0.999840090705723
"1302","98360","Pierce","53","053",1
"1303","98416","Pierce","53","053",1
"1304","98430","Pierce","53","053",1
"1305","98558","Pierce","53","053",0.988391659759519
"1306","98439","Pierce","53","053",1
"1307","98327","Pierce","53","053",0.973784096122602
"1308","98394","Pierce","53","053",1.00000000004454
"1309","98332","Pierce","53","053",0.999647228145169
"1310","98409","Pierce","53","053",1
"1311","98371","Pierce","53","053",1
"1312","98433","Pierce","53","053",0.99999993053136
"1313","98402","Pierce","53","053",1.0000000000399
"1314","98338","Pierce","53","053",1
"1315","98391","Pierce","53","053",0.998042035909308
"1316","98335","Pierce","53","053",1.00000012014945
"1317","98499","Pierce","53","053",1
"1318","98372","Pierce","53","053",0.999999059231955
"1319","98445","Pierce","53","053",1
"1320","98388","Pierce","53","053",0.999999415119173
"1321","98405","Pierce","53","053",1
"1322","98349","Pierce","53","053",1.00000001577794
"1323","98351","Pierce","53","053",1.00000010513734
"1324","98354","Pierce","53","053",0.895744901269515
"1325","98333","Pierce","53","053",0.999995975583007
"1326","98373","Pierce","53","053",1
"1327","98329","Pierce","53","053",0.987895794099064
"1328","98330","Pierce","53","053",0.993907590424801
"1329","98498","Pierce","53","053",1
"1330","98390","Pierce","53","053",0.999998702902073
"1331","98387","Pierce","53","053",1
"1332","98418","Pierce","53","053",1
"1333","98375","Pierce","53","053",1
"1334","98446","Pierce","53","053",1
"1335","98465","Pierce","53","053",1.00000000020124
"1336","98403","Pierce","53","053",1
"1337","98406","Pierce","53","053",0.999998671243705
"1338","98407","Pierce","53","053",1.00000001868967
"1339","98408","Pierce","53","053",1
"1340","98421","Pierce","53","053",0.999999995443627
"1341","98438","Pierce","53","053",1
"1342","98443","Pierce","53","053",1
"1343","98444","Pierce","53","053",1
"1344","98467","Pierce","53","053",1
"1345","98396","Pierce","53","053",1
"1346","98303","Pierce","53","053",0.999999592739646
"1347","98374","Pierce","53","053",1
"1348","98466","Pierce","53","053",0.999999971787318
"1349","98223","Snohomish","53","061",0.999610034524671
"1350","98272","Snohomish","53","061",0.999454495742629
"1351","98241","Snohomish","53","061",0.8739133938922
"1352","98294","Snohomish","53","061",0.99926769821345
"1353","98251","Snohomish","53","061",0.999935138306426
"1354","98252","Snohomish","53","061",1
"1355","98290","Snohomish","53","061",1
"1356","98270","Snohomish","53","061",1
"1357","98258","Snohomish","53","061",1
"1358","98012","Snohomish","53","061",1
"1359","98036","Snohomish","53","061",1
"1360","98043","Snohomish","53","061",0.999159513823091
"1361","98020","Snohomish","53","061",0.999963344212888
"1362","98021","Snohomish","53","061",0.999811421797455
"1363","98026","Snohomish","53","061",0.99989820102313
"1364","98271","Snohomish","53","061",1.00000000482064
"1365","98201","Snohomish","53","061",1.00000000342084
"1366","98207","Snohomish","53","061",0.999999989781344
"1367","98208","Snohomish","53","061",1
"1368","98296","Snohomish","53","061",0.999963466087121
"1369","98256","Snohomish","53","061",0.999280520468734
"1370","98275","Snohomish","53","061",0.999999677723384
"1371","98205","Snohomish","53","061",1
"1372","98203","Snohomish","53","061",0.999999368935041
"1373","98037","Snohomish","53","061",1
"1374","98087","Snohomish","53","061",1
"1375","98204","Snohomish","53","061",1
"1376","98292","Snohomish","53","061",0.989070567132073
"1377","99362","Walla Walla","53","071",0.892017348693684
"1378","99348","Walla Walla","53","071",0.963864242139363
"1379","99361","Walla Walla","53","071",0.674509511199161
"1380","99360","Walla Walla","53","071",1.00000281545072
"1381","99363","Walla Walla","53","071",0.999948259924504
"1382","99323","Walla Walla","53","071",0.999819664416702
"1383","99324","Walla Walla","53","071",1
"1384","99329","Walla Walla","53","071",1
"1385","98244","Whatcom","53","073",0.999977904641119
"1386","98276","Whatcom","53","073",1
"1387","98283","Whatcom","53","073",0.966208561925389
"1388","98220","Whatcom","53","073",0.999954671747037
"1389","98295","Whatcom","53","073",0.999937344173731
"1390","98230","Whatcom","53","073",1.00000122802127
"1391","98248","Whatcom","53","073",1
"1392","98240","Whatcom","53","073",1
"1393","98226","Whatcom","53","073",1.00000000339975
"1394","98247","Whatcom","53","073",1
"1395","98229","Whatcom","53","073",0.950123898770379
"1396","98281","Whatcom","53","073",0.999999952784239
"1397","98225","Whatcom","53","073",0.999999947655283
"1398","98266","Whatcom","53","073",1
"1399","98264","Whatcom","53","073",0.999944753994584
"1400","98262","Whatcom","53","073",1.0000004227041
"1401","97138","Clatsop","41","007",0.999921675249379
"1402","97103","Clatsop","41","007",1.00000007647727
"1403","97102","Clatsop","41","007",0.654436492660717
"1404","97121","Clatsop","41","007",1.00000349962014
"1405","97146","Clatsop","41","007",1.00000001199946
"1406","97145","Clatsop","41","007",0.999999814367565
"1407","97110","Clatsop","41","007",0.99999999992639
"1408","97739","Deschutes","41","017",0.874702909133944
"1409","97756","Deschutes","41","017",0.974579242797326
"1410","97760","Deschutes","41","017",0.46064727965221
"1411","97701","Deschutes","41","017",0.955232180012643
"1412","97702","Deschutes","41","017",1
"1413","97707","Deschutes","41","017",1
"1414","97712","Deschutes","41","017",0.999444072049991
"1415","97494","Douglas","41","019",1
"1416","97435","Douglas","41","019",0.999731134904207
"1417","97462","Douglas","41","019",1
"1418","97429","Douglas","41","019",1
"1419","97479","Douglas","41","019",1
"1420","97499","Douglas","41","019",0.999896978256254
"1421","97471","Douglas","41","019",0.999997260516121
"1422","97442","Douglas","41","019",0.999839815817087
"1423","97470","Douglas","41","019",1
"1424","97486","Douglas","41","019",1
"1425","97443","Douglas","41","019",1
"1426","97467","Douglas","41","019",0.999733809625019
"1427","97436","Douglas","41","019",1
"1428","97447","Douglas","41","019",0.999960725622764
"1429","97410","Douglas","41","019",0.999899960179503
"1430","97484","Douglas","41","019",0.999999998842668
"1431","97457","Douglas","41","019",1
"1432","97416","Douglas","41","019",0.999952812524476
"1433","97473","Douglas","41","019",1
"1434","97496","Douglas","41","019",1
"1435","97417","Douglas","41","019",1
"1436","97441","Douglas","41","019",1
"1437","97469","Douglas","41","019",1
"1438","97481","Douglas","41","019",1
"1439","97495","Douglas","41","019",1
"1440","97761","Wasco","41","065",0.607879675471629
"1441","97021","Wasco","41","065",0.999997432643546
"1442","97037","Wasco","41","065",0.999930247447675
"1443","97058","Wasco","41","065",0.999882405256015
"1444","97001","Wasco","41","065",0.99853031370008
"1445","97057","Wasco","41","065",1
"1446","97063","Wasco","41","065",0.999801859132153
"1447","97040","Wasco","41","065",1
"1448","98952","Yakima","53","077",1
"1449","98937","Yakima","53","077",0.984356415035787
"1450","98901","Yakima","53","077",0.636496099288111
"1451","98939","Yakima","53","077",1
"1452","98948","Yakima","53","077",1
"1453","98921","Yakima","53","077",1
"1454","98933","Yakima","53","077",1
"1455","98923","Yakima","53","077",1
"1456","98908","Yakima","53","077",1
"1457","98951","Yakima","53","077",1
"1458","98903","Yakima","53","077",0.999990832258669
"1459","98929","Yakima","53","077",1
"1460","98930","Yakima","53","077",0.616090648479205
"1461","98932","Yakima","53","077",1
"1462","98935","Yakima","53","077",0.999465112866658
"1463","98947","Yakima","53","077",1
"1464","98942","Yakima","53","077",0.999391524047257
"1465","98938","Yakima","53","077",1
"1466","98902","Yakima","53","077",1
"1467","98936","Yakima","53","077",0.999991921534163
"1468","98953","Yakima","53","077",1
"1469","93643","Madera","06","039",0.999885617262579
"1470","93626","Madera","06","039",0.780208471261176
"1471","93614","Madera","06","039",1
"1472","93637","Madera","06","039",0.999915720293113
"1473","93636","Madera","06","039",0.999739452778075
"1474","93644","Madera","06","039",0.999961533377373
"1475","93653","Madera","06","039",0.582459475010046
"1476","93610","Madera","06","039",0.841739870468416
"1477","93604","Madera","06","039",0.999978393549525
"1478","93638","Madera","06","039",1
"1479","93669","Madera","06","039",1
"1480","93601","Madera","06","039",0.659217698909616
"1481","93645","Madera","06","039",1
"1482","95222","Calaveras","06","009",0.999943534959182
"1483","95246","Calaveras","06","009",1
"1484","95245","Calaveras","06","009",0.999880973467503
"1485","95251","Calaveras","06","009",0.999699729075878
"1486","95247","Calaveras","06","009",0.999880422507426
"1487","95249","Calaveras","06","009",1
"1488","95252","Calaveras","06","009",0.999996320788381
"1489","95255","Calaveras","06","009",0.999747954424804
"1490","95248","Calaveras","06","009",1
"1491","95228","Calaveras","06","009",0.999845254131851
"1492","95224","Calaveras","06","009",1
"1493","95226","Calaveras","06","009",0.999997552928135
"1494","95225","Calaveras","06","009",1
"1495","95250","Calaveras","06","009",1
"1496","95254","Calaveras","06","009",1.0000022258328
"1497","95233","Calaveras","06","009",1
"1498","95232","Calaveras","06","009",1
"1499","95257","Calaveras","06","009",1
"1500","97869","Grant","41","023",0.933439771565892
"1501","97817","Grant","41","023",0.999996794285274
"1502","97820","Grant","41","023",0.998809263162436
"1503","97825","Grant","41","023",0.999717570867489
"1504","97848","Grant","41","023",0.985319004378643
"1505","97864","Grant","41","023",0.999355512823337
"1506","97865","Grant","41","023",1
"1507","97873","Grant","41","023",1
"1508","97856","Grant","41","023",0.999884953393918
"1509","97845","Grant","41","023",1
"1510","95389","Mariposa","06","043",0.692578765496923
"1511","95318","Mariposa","06","043",1
"1512","95345","Mariposa","06","043",1
"1513","95311","Mariposa","06","043",0.980683635725988
"1514","95338","Mariposa","06","043",0.999999569855759
"1515","95306","Mariposa","06","043",0.9999854284969
"1516","95325","Mariposa","06","043",0.999997993937578
"1517","93623","Mariposa","06","043",0.989610954443233
"1518","94585","Solano","06","095",1
"1519","94534","Solano","06","095",0.999567571456428
"1520","94571","Solano","06","095",0.726980404470853
"1521","95687","Solano","06","095",1
"1522","95625","Solano","06","095",1
"1523","94590","Solano","06","095",0.999910893001434
"1524","94512","Solano","06","095",1
"1525","94592","Solano","06","095",1
"1526","94589","Solano","06","095",0.505321822247665
"1527","95688","Solano","06","095",0.999992094947689
"1528","94535","Solano","06","095",1
"1529","94533","Solano","06","095",1
"1530","94591","Solano","06","095",0.999933160282621
"1531","95620","Solano","06","095",0.738181703175142
"1532","94510","Solano","06","095",1.00000000629627
"1533","97406","Curry","41","015",0.999794986230559
"1534","97465","Curry","41","015",1.00000014606966
"1535","97415","Curry","41","015",1.00000001711328
"1536","97450","Curry","41","015",0.95522598068528
"1537","97476","Curry","41","015",1.00000000001539
"1538","97444","Curry","41","015",1.00000000318841
"1539","98601","Clark","53","011",0.973826003581784
"1540","98663","Clark","53","011",1
"1541","98685","Clark","53","011",1
"1542","98660","Clark","53","011",0.999999818745902
"1543","98664","Clark","53","011",1.00000155408575
"1544","98684","Clark","53","011",1
"1545","98665","Clark","53","011",1
"1546","98604","Clark","53","011",1
"1547","98675","Clark","53","011",0.999844013146564
"1548","98686","Clark","53","011",1
"1549","98682","Clark","53","011",1
"1550","98683","Clark","53","011",1.0000052543846
"1551","98606","Clark","53","011",1
"1552","98662","Clark","53","011",1
"1553","98629","Clark","53","011",1
"1554","98607","Clark","53","011",1.00000042018568
"1555","98661","Clark","53","011",1
"1556","98642","Clark","53","011",0.999943736542856
"1557","98584","Mason","53","045",0.999670774555448
"1558","98548","Mason","53","045",0.998686575483293
"1559","98528","Mason","53","045",0.998781965673916
"1560","98555","Mason","53","045",0.999512830858472
"1561","98560","Mason","53","045",0.998784051467078
"1562","98592","Mason","53","045",0.999999999971545
"1563","98588","Mason","53","045",1.00000046408724
"1564","98524","Mason","53","045",1.00000000553062
"1565","98546","Mason","53","045",1
"1566","95981","Plumas","06","063",0.592103948125277
"1567","95971","Plumas","06","063",1
"1568","96020","Plumas","06","063",0.999998348926769
"1569","96103","Plumas","06","063",0.999956972354693
"1570","96105","Plumas","06","063",0.607304530892826
"1571","95947","Plumas","06","063",0.999999010351739
"1572","95983","Plumas","06","063",1
"1573","95984","Plumas","06","063",1
"1574","96106","Plumas","06","063",1.00002291062424
"1575","96135","Plumas","06","063",1
"1576","95923","Plumas","06","063",1
"1577","95934","Plumas","06","063",1
"1578","95915","Plumas","06","063",1
"1579","96129","Plumas","06","063",0.999965783642754
"1580","96122","Plumas","06","063",1
"1581","95956","Plumas","06","063",0.999988125486799
"1582","98562","Grays Harbor","53","027",1.00000226072165
"1583","98541","Grays Harbor","53","027",0.640631407183195
"1584","98559","Grays Harbor","53","027",1
"1585","98550","Grays Harbor","53","027",1.00000019013508
"1586","98563","Grays Harbor","53","027",0.999713314801623
"1587","98583","Grays Harbor","53","027",1
"1588","98537","Grays Harbor","53","027",0.740134280422054
"1589","98557","Grays Harbor","53","027",0.965412549239121
"1590","98587","Grays Harbor","53","027",1.00000004244324
"1591","98535","Grays Harbor","53","027",1.00000232168274
"1592","98526","Grays Harbor","53","027",0.998753523617292
"1593","98568","Grays Harbor","53","027",0.923869420858362
"1594","98552","Grays Harbor","53","027",1
"1595","98595","Grays Harbor","53","027",0.999999944914335
"1596","98536","Grays Harbor","53","027",1.00000048461566
"1597","98569","Grays Harbor","53","027",1.00000005380731
"1598","98575","Grays Harbor","53","027",1
"1599","98520","Grays Harbor","53","027",1.0000000099259
"1600","98571","Grays Harbor","53","027",1.00002656691342
"1601","96057","Siskiyou","06","093",0.999966117334699
"1602","96034","Siskiyou","06","093",0.999973163718601
"1603","96050","Siskiyou","06","093",0.999996789283567
"1604","96086","Siskiyou","06","093",0.999998676940137
"1605","96094","Siskiyou","06","093",1
"1606","96044","Siskiyou","06","093",0.999996093573016
"1607","96039","Siskiyou","06","093",0.999953298672012
"1608","95568","Siskiyou","06","093",0.999903148354963
"1609","96058","Siskiyou","06","093",1
"1610","96097","Siskiyou","06","093",1
"1611","96014","Siskiyou","06","093",0.999981188245535
"1612","96023","Siskiyou","06","093",1.00000174120763
"1613","96027","Siskiyou","06","093",1
"1614","96031","Siskiyou","06","093",0.999942007738771
"1615","96032","Siskiyou","06","093",1
"1616","96064","Siskiyou","06","093",1
"1617","96067","Siskiyou","06","093",1
"1618","96085","Siskiyou","06","093",1
"1619","96049","Siskiyou","06","093",1
"1620","96037","Siskiyou","06","093",1
"1621","96038","Siskiyou","06","093",1
"1622","96025","Siskiyou","06","093",0.846759244824688
"1623","97741","Jefferson","41","031",1
"1624","97711","Jefferson","41","031",0.999402571158885
"1625","97730","Jefferson","41","031",1
"1626","97734","Jefferson","41","031",0.999995482173556
"1627","97381","Marion","41","047",0.999976501063941
"1628","97002","Marion","41","047",0.698256780948769
"1629","97373","Marion","41","047",1
"1630","97358","Marion","41","047",0.735748026635918
"1631","97375","Marion","41","047",0.754982365666463
"1632","97384","Marion","41","047",1
"1633","97026","Marion","41","047",0.996355183576923
"1634","97392","Marion","41","047",0.998937478923182
"1635","97385","Marion","41","047",1
"1636","97306","Marion","41","047",0.999255836156626
"1637","97020","Marion","41","047",1
"1638","97325","Marion","41","047",0.999557929579794
"1639","97362","Marion","41","047",0.895920257544493
"1640","97360","Marion","41","047",0.722445141513926
"1641","97346","Marion","41","047",0.693275234789785
"1642","97305","Marion","41","047",1
"1643","97303","Marion","41","047",0.999025537390325
"1644","97352","Marion","41","047",0.871021564957478
"1645","97301","Marion","41","047",0.999993016226094
"1646","97317","Marion","41","047",1
"1647","97383","Marion","41","047",0.624980877325053
"1648","97302","Marion","41","047",0.990949597516284
"1649","97342","Marion","41","047",0.99549746153846
"1650","97071","Marion","41","047",0.742925578866209
"1651","97137","Marion","41","047",0.999103849103915
"1652","97032","Marion","41","047",0.64266411372853
"1653","93592","Inyo","06","027",0.999978628220075
"1654","89013","Inyo","06","027",4.86039910523996e-13
"1655","89060","Inyo","06","027",0.0182540400560573
"1656","93545","Inyo","06","027",1
"1657","93513","Inyo","06","027",0.99999768832994
"1658","93526","Inyo","06","027",0.999948122793321
"1659","93549","Inyo","06","027",0.999937999116421
"1660","89020","Inyo","06","027",1.14418555527118e-06
"1661","89061","Inyo","06","027",0.00985397876853833
"1662","92384","Inyo","06","027",1
"1663","92389","Inyo","06","027",1
"1664","93530","Inyo","06","027",1
"1665","93522","Inyo","06","027",1
"1666","92328","Inyo","06","027",1
"1667","93960","Monterey","06","053",0.999904050553844
"1668","93943","Monterey","06","053",1
"1669","93908","Monterey","06","053",0.999480691482898
"1670","93923","Monterey","06","053",1.00000011198513
"1671","93920","Monterey","06","053",1.00000035033772
"1672","93927","Monterey","06","053",1
"1673","93932","Monterey","06","053",1
"1674","93962","Monterey","06","053",1
"1675","93426","Monterey","06","053",0.852171407578518
"1676","93450","Monterey","06","053",0.999968684057169
"1677","93928","Monterey","06","053",1
"1678","95012","Monterey","06","053",1
"1679","93905","Monterey","06","053",1
"1680","93930","Monterey","06","053",0.826559834852713
"1681","93953","Monterey","06","053",0.999998703915793
"1682","93901","Monterey","06","053",1
"1683","93933","Monterey","06","053",0.99999996580923
"1684","93926","Monterey","06","053",0.999958055189648
"1685","93921","Monterey","06","053",1
"1686","93906","Monterey","06","053",1
"1687","95039","Monterey","06","053",0.999798101886509
"1688","93907","Monterey","06","053",0.999962267151623
"1689","93940","Monterey","06","053",0.999999958532859
"1690","93954","Monterey","06","053",1
"1691","93955","Monterey","06","053",0.999999926497016
"1692","93925","Monterey","06","053",0.999926552537196
"1693","93950","Monterey","06","053",0.999999873645604
"1694","93924","Monterey","06","053",1
"1695","93451","Monterey","06","053",0.856336676405704
"1696","95363","Stanislaus","06","099",0.999973486181551
"1697","95360","Stanislaus","06","099",0.954575636385667
"1698","95230","Stanislaus","06","099",0.588486292626424
"1699","95328","Stanislaus","06","099",1
"1700","95358","Stanislaus","06","099",0.997769152977735
"1701","95319","Stanislaus","06","099",1
"1702","95361","Stanislaus","06","099",0.978910928464783
"1703","95386","Stanislaus","06","099",0.999999091835924
"1704","95323","Stanislaus","06","099",1
"1705","95368","Stanislaus","06","099",0.996570443075218
"1706","95357","Stanislaus","06","099",1
"1707","95326","Stanislaus","06","099",1
"1708","95380","Stanislaus","06","099",0.754345714451608
"1709","95382","Stanislaus","06","099",1
"1710","95387","Stanislaus","06","099",0.999973843596765
"1711","95367","Stanislaus","06","099",0.999275644233065
"1712","95350","Stanislaus","06","099",1
"1713","95351","Stanislaus","06","099",1
"1714","95313","Stanislaus","06","099",0.999959283927437
"1715","95316","Stanislaus","06","099",0.999999044189144
"1716","95307","Stanislaus","06","099",1
"1717","95354","Stanislaus","06","099",1
"1718","95355","Stanislaus","06","099",1
"1719","95385","Stanislaus","06","099",0.980881440246022
"1720","95356","Stanislaus","06","099",0.998698611079111
"1721","98045","King","53","033",0.999930784706465
"1722","98039","King","53","033",1
"1723","98047","King","53","033",0.732462905163714
"1724","98158","King","53","033",1
"1725","98288","King","53","033",0.999878818545642
"1726","98195","King","53","033",1
"1727","98004","King","53","033",1
"1728","98023","King","53","033",0.998099274609471
"1729","98030","King","53","033",1
"1730","98038","King","53","033",1
"1731","98055","King","53","033",1
"1732","98065","King","53","033",1
"1733","98101","King","53","033",1.0000003313269
"1734","98121","King","53","033",1
"1735","98136","King","53","033",1.00000012105895
"1736","98174","King","53","033",1
"1737","98022","King","53","033",0.682558630465744
"1738","98007","King","53","033",1
"1739","98154","King","53","033",1
"1740","98224","King","53","033",0.999868009340252
"1741","98199","King","53","033",1.00000021090155
"1742","98119","King","53","033",1
"1743","98019","King","53","033",0.999989719581135
"1744","98077","King","53","033",0.84669273625116
"1745","98011","King","53","033",0.999257193497932
"1746","98102","King","53","033",1
"1747","98056","King","53","033",1
"1748","98027","King","53","033",1
"1749","98074","King","53","033",1
"1750","98155","King","53","033",1
"1751","98116","King","53","033",1.00000899866782
"1752","98104","King","53","033",1.00000081628666
"1753","98126","King","53","033",0.999999635189787
"1754","98014","King","53","033",1
"1755","98005","King","53","033",1
"1756","98188","King","53","033",1
"1757","98031","King","53","033",1
"1758","98070","King","53","033",0.999984406883394
"1759","98053","King","53","033",1
"1760","98008","King","53","033",1
"1761","98033","King","53","033",1
"1762","98051","King","53","033",1
"1763","98146","King","53","033",1.00000117452627
"1764","98042","King","53","033",1
"1765","98168","King","53","033",1
"1766","98125","King","53","033",1
"1767","98164","King","53","033",1
"1768","98006","King","53","033",1
"1769","98010","King","53","033",1
"1770","98002","King","53","033",1
"1771","98050","King","53","033",1
"1772","98057","King","53","033",1
"1773","98072","King","53","033",0.724920359869402
"1774","98058","King","53","033",1
"1775","98029","King","53","033",1
"1776","98034","King","53","033",1
"1777","98148","King","53","033",1
"1778","98178","King","53","033",1
"1779","98003","King","53","033",0.999991358362474
"1780","98024","King","53","033",1
"1781","98118","King","53","033",1
"1782","98122","King","53","033",1
"1783","98134","King","53","033",1.00000014530829
"1784","98144","King","53","033",1
"1785","98107","King","53","033",1.00000000085384
"1786","98108","King","53","033",1
"1787","98103","King","53","033",1
