"","term","estimate","std.error","robust.se","statistic","p.value"
"251","frule21:tasknum6",0.284769677073794,0.308075864341804,0.256460265329496,1.11038517685352,0.266833082972761
"252","frule21:tasknumMISSING",-0.0279716857036209,0.756968306018516,0.5317456821302,-0.0526035032227529,0.958047825669304
"253","frule21:transitsome",-0.641665032268167,0.264364262928955,0.205649941750846,-3.12018095801638,0.00180739969857379
"254","frule22:transityes",0.307064643159808,0.270404856205501,0.232412997042231,1.32120254489904,0.186433838000284
"255","frule31:pziprural",0.212341346530274,0.613075043362045,0.425012419900483,0.499612097406457,0.617348238040889
"256","frule32:demeanrp",0.0342290665357165,0.10842542423598,0.0765897971713176,0.446914181782624,0.654937023959933
"257","frule32:ffcomcanc",-0.342341235888153,0.435623628953648,0.335615391204815,-1.02004033444114,0.307709331969446
"258","frule31:ffcomage",0.303176186495169,0.271760697131324,0.226590626631929,1.33799085602797,0.180899417577241
"259","frule31:ffcomcovid",-0.854951548162053,0.33817468851283,0.265945902619565,-3.21475736133095,0.00130554825082485
"260","frule32:ffcomcovid",-0.886661051118918,0.355239871801233,0.272689659318448,-3.2515389594714,0.00114782043394683
"261","frule32:incloss",0.607195449862729,0.248798871977061,0.206517606067205,2.94016312422842,0.00328039495858589
"262","frule33:incloss",-0.685824557774719,0.207863112493081,0.1777523494031,-3.8583150100561,0.000114171435286183
"263","frule32:larule3",-0.206153268550063,0.214821057037526,0.176281758995337,-1.16945320789269,0.242221083186384
"264","frule31:larule8",0.268012060988961,0.196861953210486,0.164061501913782,1.63360726229245,0.102341341950079
"265","frule32:lirule4",-0.823470008018681,0.316018749767608,0.253593244057829,-3.24720798883308,0.00116543188101588
"266","frule31:lirule7",-0.508578680167308,0.257558207695755,0.230147632896732,-2.2097932260529,0.0271195160723455
"267","frule32:lirule7",0.162745900957288,0.348356137594729,0.286101869635337,0.568838998377475,0.569465406283893
"268","frule32:lirule8",0.428925036602428,0.308804162690685,0.26658982824113,1.60893249165706,0.107631103881038
"269","frule31:lirule9",-0.121294950172616,0.332176792264984,0.280475606555117,-0.432461673449596,0.665405902176397
"270","frule32:lirule9",0.994684387990924,0.350017958479218,0.283825652431833,3.50456126663822,0.000457360318644165
"271","frule31:lirule10",0.583487193520971,0.303332930486619,0.259323450139389,2.25003636658136,0.0244466368792733
"272","frule33:owncomdiab",0.398489446313462,0.237152108513131,0.193542132936511,2.05892866978055,0.0395010721558991
"273","frule33:owncomresp",-0.497899237225712,0.208647364769687,0.194417785187438,-2.56097577053297,0.0104378635485532
"274","frule32:owncompreg",-0.527602718542227,0.952123495892153,0.517279335976963,-1.01995707511835,0.307748818913085
"275","frule32:R0subjmean",-0.00251889475766061,0.0342090055994508,0.0282459886004335,-0.0891770790285581,0.928941181074833
"276","frule32:R0subjdnk",-0.397502562082307,0.284737644870231,0.237023036917036,-1.67706298616638,0.093530165757755
"277","frule32:vulnteens",-0.764243940152583,0.392798396705157,0.316288303158266,-2.41628897597951,0.0156796119131567
"278","frule33:vulnwomen",-0.351587711628874,0.268142574476688,0.220179839158548,-1.59682063976666,0.110305693793094
"279","frule31:vulnlowinc",-0.592212362078038,0.234026912586454,0.18839543104082,-3.14345395111903,0.00166966683915948
"280","frule32:vulnlowinc",0.449280635512134,0.260287776478529,0.204116161521601,2.20110270623812,0.0277287537550684
"281","frule32:vulnnosci",-0.906955083787779,0.353535786793493,0.275464716742987,-3.29245463633727,0.000993169186119669
"282","frule32:wrongexactnum",0.0792646403270543,0.22093640008322,0.183553337700257,0.431834372069517,0.665861795923838
"283","frule31:pzipiagric",3.13411315117898,2.79848564069928,2.07842224410061,1.50792898799791,0.131572702599408
"284","frule31:pzipitransp",0.143546637295504,3.44291883364419,2.65382662494595,0.0540904352779368,0.956863112635354
"285","frule32:y2020m2rcases",1.06397089163442,3.06997035126408,2.16020932078139,0.492531386379523,0.622343739583852
"286","frule31:y2020m8rcases",-0.000102158852729073,0.00101787633233167,0.000754696968918711,-0.135364069204413,0.892324031236344
"287","frule32:y2020m2rdeaths",-32.4208472817788,19.8016588687402,13.7624504976514,-2.35574669549668,0.0184855181322221
"288","frule33:y2020m8rdeaths",0.0827985194063938,0.0308767117756965,0.0241275531875828,3.43169979826242,0.000599811119974881
"289","frule31:y2020m9rdeaths",-0.0183534890199758,0.0651928756258742,0.0469942665749032,-0.390547408389118,0.696131806081758
"290","frule31:agebin35to44",-0.225371237202306,0.260943268916912,0.215617091711061,-1.04523827593555,0.295912857191643
"291","frule31:agebin45to54",0.224887860313478,0.347090466007775,0.261428126598882,0.860228251792244,0.389663234135211
"292","frule32:agebin45to54",0.528277375245881,0.33861674979349,0.254739310736621,2.07379604552701,0.0380982565969271
"293","frule33:income15",0.0163100610143596,0.33515862964979,0.289332196557988,0.0563714001013046,0.955045940127937
"294","frule31:income137.5",-0.277120046112784,0.352225035286011,0.29556635875453,-0.93758994521746,0.348455180573872
"295","frule32:income162.5",-0.752116618782815,0.505536151232649,0.414000551618028,-1.81670438805778,0.0692623894908739
"296","frule33:income162.5",0.220113038605274,0.49161639886013,0.418912385548304,0.525439319052774,0.599277826262747
"297","frule32:countypast10up",0.586810147566567,0.256375506839259,0.206578399149085,2.840617169964,0.00450263288126032
"298","frule31:countypast3to5",0.308328786699204,0.285395228755858,0.2408343292636,1.28025264355784,0.200456296834305
"299","frule32:countypast6to10",-0.539764373784949,0.320087578034028,0.26690773189718,-2.0222882639941,0.0431465803496924
"300","frule31:employmentfull",0.0471690220447982,0.221515654649258,0.180883549292953,0.260770104463203,0.794269800153989
"301","frule32:employmentstupart",1.23955209907916,1.14734263925188,0.760552173273868,1.62980547901585,0.103142615442466
"302","frule31:rulesjudgmentdnk",0.987632251604944,0.500610578526532,0.370930027070907,2.66258372071924,0.00775432771120193
"303","frule31:rulesjudgmentinsuff",0.526498963218406,0.277415544245626,0.232773622330981,2.26184976607777,0.0237066869038829
"304","frule33:rulesjudgmentinsuff",0.0178169888358837,0.281548970918939,0.232630433306622,0.0765892432156535,0.93895031648782
"305","frule33:prepjudgmentover",0.0968037347115364,0.258586820105282,0.208337002965176,0.464649742166624,0.642182304577943
"306","frule32:ideologymliberal",0.918516222103665,0.309609258736748,0.250281491643799,3.66993266689852,0.000242614366659391
"307","frule31:ideologysliberal",0.614588092042059,0.322561809054294,0.307345930572271,1.99966237033856,0.0455367341111952
"308","frule32:educationdoctoral",1.80580863655195,0.55203416080564,0.410925692534776,4.39448948887303,1.11033375720164e-05
"309","frule31:educationeducpnts",-1.9163127401433,1.48021742855439,1.17577461313797,-1.62983000205196,0.103137430967176
"310","frule33:educationhischgrad",0.570248313906497,0.23164517386463,0.211825062299102,2.69207197541758,0.00710096186930669
"311","frule33:educationsomecoll",-0.289291729649763,0.213273350905559,0.170807911750547,-1.69366703617485,0.0903285717273452
"312","frule32:tasknum3",-1.19063319570457,0.256609997260092,0.21737995330701,-5.47719869100816,4.32111927772943e-08
"313","frule33:tasknum6",0.49884392424898,0.310584442496004,0.245156252007916,2.03479992928295,0.0418710082022102
"314","frule31:tasknumMISSING",-0.757739819102435,0.717008046398691,0.502434318392114,-1.50813706660673,0.131519450204454
"315","frule32:tasknumMISSING",-0.724189529348916,0.745008078974712,0.498695954895499,-1.45216643977124,0.146455331746346
"316","frule31:transityes",-0.0871607187502843,0.274409141539291,0.229905482969274,-0.379115441809333,0.704602139840956
"317","frule41:y2020m5deaths",0.0440334078546634,0.05217847230416,0.0449185748693354,0.980293964863157,0.32694103292079
"318","frule42:ffcomheart",0.229763037847639,0.340023042255871,0.268058613358838,0.857137306534024,0.391369005527843
"319","frule41:ffcomother",0.927297536520133,1.36629835164507,0.966850921418222,0.959090502970128,0.337513154320456
"320","frule43:larule2",-0.10806391087224,0.186035004347837,0.158027230797159,-0.683830946901477,0.494081922378539
"321","frule42:larule4",0.1337001266541,0.226023921472071,0.198284030662961,0.674285902939713,0.500129564670969
"322","frule41:larule7",0.323804959871494,0.201906101986634,0.168330943224422,1.92362113387431,0.0544020900385139
"323","frule41:larule9",0.0823521838697451,0.20443087293109,0.164869948971714,0.499497842896004,0.617428706039343
"324","frule43:larule10",0.149238285247516,0.211857185064898,0.177927288544361,0.838759959017237,0.40160402420926
"325","frule42:lirule3",-0.166448867694092,0.300878337805095,0.269274708082505,-0.618137770455193,0.536484526473595
"326","frule42:lirule4",-0.0834056457167349,0.313076853409997,0.28548001634336,-0.292159313933971,0.770164817915344
"327","frule43:lirule4",0.76289494244477,0.222355490294987,0.215123224960639,3.54631603623624,0.000390657394834537
"328","frule42:lirule5",0.52700022257346,0.333917843616285,0.314841935441943,1.67385650781784,0.0941588035638245
"329","frule43:lirule5",-0.33889666492181,0.230444140505717,0.216480926439125,-1.5654804813352,0.117470290524306
"330","frule41:lirule9",-0.261692128888935,0.295168072995291,0.242556297179629,-1.0788923311075,0.28063572793778
"331","frule42:owncomdiab",0.606955112702579,0.278457525474827,0.2467669107774,2.45962925414296,0.0139080606427202
"332","frule42:owncompreg",-0.233031936079008,0.95093210780221,0.494283771640044,-0.47145374671275,0.637316742393205
"333","frule41:R0subjrange",-0.0452599671092824,0.090274636938125,0.0743069466216125,-0.609094696620442,0.542461672640775
"334","frule41:vulnseniors",-0.0942776029088534,0.239702520546746,0.200190996264343,-0.470938277285778,0.637684812634138
"335","frule43:vulnwomen",-0.237444162702289,0.263255886767152,0.2170090190565,-1.09416725505067,0.27388162993108
"336","frule41:vulnmen",0.32685520122077,0.27161127599334,0.22651282819495,1.4429875951196,0.149023965705072
"337","frule42:vulnnoneng",0.374566287193483,0.344719351424914,0.313919655379096,1.19319157235041,0.232794354499109
"338","frule41:wrongpetstores",-0.204726825467095,0.25644859726625,0.216431710982121,-0.945918805234633,0.344190001090322
"339","frule41:wrongdaycare",-0.636647852980352,0.221158761429564,0.182525567595982,-3.48799273091189,0.000486661309566081
"340","frule43:wrongnopopup",0.636014155864959,0.339842485059497,0.317518046205517,2.0030803397338,0.0451686658661021
"341","frule43:wrongsamecost",0.209790717687506,0.191098239300203,0.166662619386807,1.2587748738102,0.20811165829322
"342","frule43:pziprasian",-1.32653345594173,0.661833115680388,0.579380224226335,-2.28957323787344,0.022046067851399
"343","frule42:pzipiagric",4.5503724656391,2.16803770843577,1.56030679080815,2.91633189860199,0.00354173519225628
"344","frule41:pzipifinan",5.12810672913843,3.90880587019139,3.34272155891476,1.53411124401379,0.125002287601033
"345","frule41:pzipiedserv",2.28361012731923,1.61716055798548,1.31866125809236,1.73176402454017,0.0833155859330989
"346","frule43:months2",-0.254222170662392,0.168256134304406,0.142495945790845,-1.78406599044957,0.0744129427937066
"347","frule41:months3",-0.314596456977609,0.225201905527409,0.184871875360006,-1.70169992793651,0.0888116339418841
"348","frule41:reject",-4.14112477965112,4768.60255072934,1.26236125417401,-3.28045935025212,0.00103638198171782
"349","frule42:reject",-10.0392385362512,3476.56394938024,1.68671557789673,-5.95194511025372,2.64974248586921e-09
"350","frule41:y2020m7rcases",-0.00218201501900486,0.000700102136866694,0.000549645850454755,-3.96985625780591,7.19160040906337e-05
"351","frule42:genderMISSING",13.870491839246,5819.35161747056,1.56676459211706,8.8529520701663,8.52342732143193e-19
"352","frule41:agebin25to34",0.383648481630502,0.279925394361148,0.230676703417105,1.66314359424842,0.0962836953076957
"353","frule41:agebin35to44",0.251479057777183,0.284530169976762,0.238345964375748,1.05510096819064,0.291379149289206
"354","frule41:agebin55to64",-0.179012651922286,0.324319876210993,0.262370426244634,-0.682289747684349,0.495055754550092
"355","frule41:agebin65to74",0.415685660711002,0.313708192795417,0.250651045702367,1.65842380408261,0.0972319552380198
"356","frule42:income15",0.460695404245526,0.337487969634845,0.301445535563473,1.52828736834459,0.126441204752517
"357","frule42:income27.5",-0.728120348216293,0.373375406631344,0.329775107386646,-2.20792998594222,0.027249154163949
"358","frule42:income87.5",-0.380750627256544,0.30699504874463,0.248183694795187,-1.53414843618457,0.124993139651671
"359","frule41:income187.5",0.427028096082539,0.547662713022673,0.5455019746284,0.782816774171045,0.433734715776838
"360","frule43:countyfuture6to10",0.66178706760589,0.315711537555654,0.236512573279892,2.79810522725455,0.00514033631734171
"361","frule42:employmentnotlook",1.47872908399034,0.681911412659499,0.448039612030008,3.30044273828918,0.000965324104080059
"362","frule41:employmentpart",-0.616804138968466,0.353126161984351,0.271705563031618,-2.27011965484376,0.0232003241014596
"363","frule43:employmentretired",0.301032249155452,0.227779926242568,0.200101267207425,1.50439951408904,0.132478529324172
"364","frule42:employmentself",0.739737457314163,0.359431514928595,0.306300956315011,2.4150674102153,0.0157322977732358
"365","frule43:employmentself",-0.338813523968395,0.286938755477669,0.274998290911112,-1.23205683513833,0.217927854096468
"366","frule43:rulesjudgmentgood",0.316968429999215,0.206748505974179,0.168047004765139,1.88618910787614,0.0592694757767884
"367","frule41:rulesjudgmentinsuff",0.823547876534078,0.271745678367548,0.224725232600838,3.66468805929275,0.000247640223577721
"368","frule41:prepjudgmentover",0.787822734867414,0.327815501396704,0.274776541343458,2.86713971656944,0.00414200110685087
"369","frule43:prepjudgmentpoor",0.233980515361778,0.205551592403046,0.167487227444364,1.39700512649242,0.162412029517414
"370","frule41:ideologysconserv",-1.29602825862433,0.306644823686495,0.247957243640412,-5.2268215261492,1.72448811981539e-07
"371","frule43:ideologysliberal",0.222762218302134,0.278664045968984,0.242948388189496,0.916911694546345,0.359188915337038
"372","frule41:educationmasters",0.314666409400026,0.251231267575198,0.220005474250306,1.43026627165659,0.152640611233349
"373","frule41:educationsomecoll",-0.144341811028633,0.245348579313478,0.191649841262901,-0.753153825108722,0.451357483010503
"374","frule41:tasknum3",-0.0996921955274564,0.263765330807494,0.212896584083811,-0.468265829423598,0.639594501298577
"375","frule42:tasknum3",0.884217482112174,0.289239009535351,0.255715789346126,3.45781339655697,0.000544578439049239
"376","frule42:tasknum4",-0.0524851688693689,0.361253622868864,0.282739369399318,-0.185630918611985,0.852734205412924
"377","frule42:tasknum5",-0.0115558913052476,0.257317753701698,0.209416785479007,-0.0551813040144576,0.955994023473732
"378","frule43:tasknum5",0.127105587827557,0.235524932942646,0.194081557640914,0.654908118898781,0.512526912637181
"379","frule41:tasknum6",0.133312529500574,0.32750854649587,0.266724227485114,0.499814099219816,0.617205981972781
"380","frule41:transityes",0.0346848237100857,0.278423416953474,0.23608084194626,0.146919264706711,0.883195745890728
"381","frule42:layofftemp",0.5499172917119,0.182428537866381,0.158663989760148,3.46592375839792,0.000528413098277234
"382","frule43:layofftemp",0.13744150821382,0.175222983516146,0.140483505304696,0.978346233002383,0.327903110930981
"383","frule41:layoffperm",0.359600827237279,0.161417200893082,0.129686335101881,2.77285056251131,0.00555676318575448
"384","frule52:ffcomdiab",0.113533662233334,0.244259843471404,0.19399679386297,0.585234734928295,0.558389892147867
"385","frule53:ffcomcanc",-0.963603497331255,0.35250349149531,0.275593153770477,-3.49647109932845,0.000471455560088645
"386","frule51:ffcomother",1.94625792606283,1.26210356857643,0.954142441773977,2.0397980855398,0.0413704405900953
"387","frule53:ffcomother",1.49255287396878,0.826060935698715,0.590995262088172,2.5254904221992,0.0115536930770727
"388","frule51:ffcomnovax",-0.288616211738843,0.200112579552491,0.175265841057991,-1.64673395566765,0.0996127415936473
"389","frule51:larule3",0.311767457469362,0.209612026022585,0.173565329498268,1.79625423101837,0.0724540933515652
"390","frule53:larule6",-0.318059901363836,0.177103745513946,0.146407953385147,-2.17242228997719,0.0298238252439117
"391","frule52:larule10",0.311388153318482,0.218799927226805,0.172113582165483,1.80920151333025,0.0704197026247346
"392","frule52:lirule1",-0.28574515974421,0.223554871187415,0.183307819151635,-1.5588269014746,0.119037355239164
"393","frule53:lirule8",-0.0970454968313668,0.190257131238676,0.172638338294284,-0.562131782489357,0.574026235506181
"394","frule53:owncomheart",0.268377480538148,0.291889682175025,0.245322983712953,1.09397609826958,0.273965461207563
"395","frule51:owncomdiab",0.336192353242334,0.283744085131277,0.251259820090822,1.3380267211877,0.180887726321014
"396","frule52:owncomresp",-0.517332698377399,0.304733782001162,0.261796805727244,-1.97608483778212,0.0481451693782111
"397","frule53:owncomcanc",0.698895445294611,0.38996290870577,0.322361901457445,2.16804604432101,0.0301551834279618
"398","frule53:owncomage",0.113632927175839,0.22883234761505,0.215534346360077,0.527214938569472,0.598044335936241
"399","frule53:owncomother",-0.269664830395242,0.493210711898889,0.360690541978581,-0.747634880903686,0.454680419328396
"400","frule51:owncompreg",-0.0158968825465272,0.827448478617127,0.627213832542484,-0.0253452359015862,0.979779592474935
"401","frule51:owncomcovid",-1.04172597020623,0.449020507964961,0.352838518830433,-2.95241566498826,0.00315298184179768
"402","frule52:owncomcovid",0.5473985250832,0.465426889229301,0.359047140374024,1.52458678410018,0.127362195806175
"403","frule51:vulnwomen",-0.5120662203705,0.28913076011614,0.234272076510161,-2.18577573562545,0.0288320168127025
"404","frule52:vulnmen",0.22412563950711,0.2839075139135,0.23948325711036,0.935871852635722,0.349339171001522
"405","frule52:vulnnoneng",0.437633123125045,0.318037303698577,0.241265670479458,1.81390548541512,0.0696922780868169
"406","frule51:vulnessent",0.190816911003608,0.237766496734888,0.209271501818627,0.911815079193092,0.361866071054484
"407","frule51:wrongexactnum",0.16063027538024,0.222771001552641,0.191180661364659,0.840201483945353,0.400795426526849
"408","frule51:wrongdaycare",-0.230151156864126,0.220064274315675,0.189699025038669,-1.21324375187069,0.225036641073574
"409","frule51:wronguneven",0.886058679037157,0.24027503304211,0.211101971458565,4.19730177276469,2.70113904015454e-05
"410","frule52:pziprblack",-2.23577788422571,1.41317537955834,1.20173287832047,-1.8604616088647,0.0628202452071922
"411","frule53:pziprothrace3",-0.520929682735698,0.796435382138966,0.731172368168051,-0.712458108942062,0.476181143190848
"412","frule53:pziphealthinsno",-0.615341932176089,1.92253026852659,1.94243972843419,-0.316788172713146,0.751404339170881
"413","frule52:reject",3.66133370181908,4146.97216094016,1.07287021877086,3.41265293579843,0.000643338173890061
"414","frule53:y2020m8rdeaths",0.0153209019100343,0.0304802732592627,0.0233327871819872,0.656625451153214,0.511421779724136
"415","frule51:y2020m9rdeaths",-0.103100341324581,0.051120281819352,0.0409961121615372,-2.51488094574272,0.0119072585530757
"416","frule53:genderMISSING",17.5088783477664,5479.9266996171,1.30306754312117,13.4366621593753,3.68695669825137e-41
"417","frule51:agebin25to34",-0.340607835007381,0.266445090268685,0.231019197416002,-1.47437026367138,0.140381926309049
"418","frule52:agebin25to34",0.329709764893026,0.240284800775702,0.19995848623164,1.64889108287746,0.0991699502946949
"419","frule53:income162.5",-0.132912129069977,0.447281848137422,0.33940157003515,-0.391607290019938,0.695348400635716
"420","frule52:income225",0.928531857468228,0.374467557202525,0.297179137281709,3.12448533891541,0.00178116397825429
"421","frule53:countyfuture3to5",0.419782991229726,0.198669978034184,0.170237906300795,2.46586086701518,0.0136684415155954
"422","frule51:countypast6to10",0.373483698112244,0.266792384823942,0.228243759414851,1.63633695427093,0.101769086019271
"423","frule51:employmentpart",-0.0503346408166173,0.372413569663945,0.308386442269717,-0.163219369976694,0.870345715677878
"424","frule51:employmentself",-0.660621117085434,0.35775475994618,0.29948691683565,-2.20584299329498,0.0273949948368999
"425","frule52:employmentstufull",-1.43289023254275,0.512714420300289,0.410101053490551,-3.49399305450884,0.000475853397974392
"426","frule51:employmentstupart",1.27032734443756,0.782746979370575,0.549488861847948,2.31183456597356,0.0207868017680386
"427","frule53:rulesjudgmentinsuff",0.659521184396065,0.255707042249976,0.21557552437562,3.05935094582867,0.00221817136491863
"428","frule51:prepjudgmentover",-0.708843407674349,0.311583002041765,0.264374984335523,-2.68120453777405,0.00733576628857886
"429","frule53:prepjudgmentpoor",-0.435697287782384,0.198180493335888,0.164402454013549,-2.6501872517455,0.00804471701539904
"430","frule53:ideologysconserv",-0.244607470672115,0.255985623744543,0.204056809674707,-1.1987224100095,0.230635901172015
"431","frule52:educationdoctoral",1.3199389657131,0.571403850497458,0.414897774337069,3.18135947540841,0.00146585617660948
"432","frule51:tasknum3",-0.653400681617108,0.252314831539723,0.217857483594338,-2.99921155260277,0.00270679289291234
"433","frule52:tasknum5",-0.19073083687518,0.238359427580907,0.184147897588233,-1.03574810993317,0.300319671370421
"434","frule53:tasknum5",-0.686035803585988,0.218152284879244,0.172116128531767,-3.98588911706416,6.72279037886344e-05
"435","frule52:tasknum6",0.110351065354553,0.310187847921993,0.234146632842817,0.471290421795779,0.637433354651311
"436","frule52:tasknumMISSING",-0.694285023263385,0.746414347469898,0.517344937972855,-1.34201568876627,0.179590908796306
"437","frule51:transityes",0.436570724501777,0.294278147740945,0.240851980326549,1.81261006826629,0.0698919838241166
"438","frule53:layoffperm",0.271868513678781,0.110829360605223,0.0975854405768349,2.78595364299987,0.00533705035803833
"439","frule63:pziprural",-0.15658112936026,0.570873387594943,0.449151371470172,-0.348615498707562,0.727377990594926
"440","frule63:demeanrp",0.0920158134714017,0.10266517505607,0.0878952816628269,1.0468800114252,0.295154921927422
"441","frule63:ffcomheart",0.088146826365727,0.2905706394994,0.231807849497798,0.380258160181778,0.703753790247316
"442","frule62:ffcomdiab",0.555249347792982,0.246108818388638,0.190915609166454,2.90834966411194,0.00363341826415267
"443","frule61:ffcompreg",-0.718458189767563,0.6495447021564,0.502417780007447,-1.43000152135721,0.152716582430588
"444","frule62:ffcompreg",1.29539130040454,0.622092672201663,0.406006671729987,3.19056653646824,0.00141994140878655
"445","frule63:ffcomcovid",0.761401953643558,0.249786942131797,0.223513616213014,3.40651261674332,0.000657985092336294
"446","frule62:ffcomnovax",-0.244180909587616,0.198040725755732,0.164369882209561,-1.48555748963974,0.137396206364777
"447","frule63:larule2",-0.516548631452242,0.182124120864598,0.153144897977108,-3.37294051761002,0.000743700168642446
"448","frule61:larule5",-0.207653113131105,0.215997566441433,0.173315250702766,-1.19812372130614,0.230868855286552
"449","frule61:larule6",-0.118360502410139,0.228673911798985,0.185531851445965,-0.637952467394048,0.523504622189281
"450","frule62:larule6",-0.446046508147395,0.2104858888604,0.173420948478321,-2.57204514253452,0.0101099708213576
"451","frule61:larule8",-0.49106602085319,0.209472127444577,0.167302694740615,-2.93519492686317,0.00333338212896786
"452","frule61:lirule4",-0.196005394556617,0.251736475282787,0.207417898887439,-0.944978208765797,0.344670001241613
"453","frule62:lirule4",-0.299696778978822,0.286811535803376,0.247525353615798,-1.21077204658398,0.225982781295043
"454","frule62:lirule10",-0.0139815583504651,0.290100507545286,0.254116338824948,-0.0550203045389245,0.956122287610269
"455","frule61:owncomdiab",0.283118687326204,0.279773214739083,0.226399865757539,1.2505249787975,0.211107836457564
"456","frule61:R0subjmean",0.0551837857489786,0.03356613539084,0.0284531290604288,1.93946281380087,0.0524450083276764
"457","frule61:R0subjdnk",0.0567072197105263,0.269988097844493,0.223609697691475,0.253599107265768,0.799805286389778
"458","frule62:R0subjdnk",-0.0807497066346365,0.222082572105949,0.178350378110367,-0.452758819410335,0.650722419822618
"459","frule62:vulnwomen",-0.0948916234281205,0.273371925753205,0.227102963355566,-0.417835249818173,0.676067576455175
"460","frule61:vulnrural",-0.511385478418273,0.353091740205991,0.287718196355422,-1.7773831648331,0.0755052187701423
"461","frule63:vulnrural",0.0608596062517857,0.318397004118396,0.24008114345693,0.253495986296415,0.799884962375063
"462","frule62:vulnnosci",-0.997066990769633,0.329526100555279,0.276339836519876,-3.60811891374886,0.000308425129247805
"463","frule62:pziprblack",0.711286799599411,1.35648756942778,1.02483690874006,0.694048773549607,0.48765162232451
"464","frule63:pzipifinan",6.58038761405384,3.36921573799092,2.65497588636957,2.47851125422156,0.0131931948926675
"465","frule62:months2",-0.0628275638212635,0.191779687433827,0.153022810379776,-0.410576460237113,0.681383127448327
"466","frule63:y2020m12rcases",-0.000248584357875287,0.000144981294699539,0.000117933582275195,-2.10783352018615,0.0350453922836365
"467","frule61:agebin55to64",-0.253517777270886,0.300175949839599,0.244572638098787,-1.03657457040835,0.299934169678379
"468","frule61:agebin65to74",0.09344911651369,0.270503438297472,0.217656776204552,0.429341636604355,0.667674620393697
"469","frule61:income40",0.454296981076809,0.321438068751794,0.260651596875518,1.74292805615833,0.0813461825516575
"470","frule62:income40",0.442502283825274,0.293396427880795,0.243341295261834,1.81844303635001,0.0689964456705693
"471","frule62:income162.5",-0.670258630115104,0.592004317991643,0.551252654579707,-1.21588281624899,0.224029564903026
"472","frule62:income225",0.94112070344764,0.368301527696721,0.289656139086793,3.24909634718855,0.00115772258443553
"473","frule61:countyfutureuncer",0.476859824283625,0.225900271472178,0.182269021340812,2.61624175504833,0.00889035865717221
"474","frule62:countypast3to5",0.631566368183241,0.277789879970243,0.225625828761567,2.79917583749091,0.00512332296209824
"475","frule62:employmentlook",0.656046360893657,0.385105045629491,0.323188033114968,2.02992157404628,0.0423645117458389
"476","frule61:employmentpart",0.225017019609844,0.401477505642206,0.317762063265226,0.708130534204234,0.47886419941639
"477","frule62:employmentstufull",0.792922833958866,0.632493206941993,0.47149343141741,1.6817261516776,0.0926219544871775
"478","frule62:employmentstupart",2.27592776744568,0.857725732209682,0.620915295116298,3.66544001306876,0.000246913684784791
"479","frule61:rulesjudgmentdnk",0.326167519939731,0.511359395496725,0.364666814103113,0.89442610987767,0.371093947748254
"480","frule61:rulesjudgmentgood",0.327404266217319,0.240463356450008,0.197690085848841,1.65614914279343,0.0976916194425687
"481","frule61:rulesjudgmentinsuff",0.361063885251598,0.298664091474846,0.246761929090557,1.46320741851185,0.143410631484867
"482","frule61:ideologyMISSING",1.2601939766545,0.501688077634812,0.354334432290456,3.5565100701856,0.000375814081074471
"483","frule63:ideologyMISSING",-0.279708660239834,0.398956234663441,0.325366692273887,-0.859672077326161,0.389969830936699
"484","frule61:ideologymliberal",0.545949123983336,0.284442053749382,0.246677767900641,2.21320765397569,0.0268833326590268
"485","frule61:educationdoctoral",1.02563356644064,0.472492378449866,0.388959625476594,2.63686382663476,0.00836764145127137
"486","frule62:educationlthighsch",-0.890445539831703,0.791455356439245,0.57482235335873,-1.54907952801203,0.121362603498554
"487","frule63:educationsomecoll",-0.251587214563395,0.205724943973619,0.161359231713718,-1.55917459380172,0.118955062328794
"488","frule61:educationtradetech",0.955904573409609,0.678423790786785,0.421345905264456,2.26869316033732,0.0232869918302373
"489","frule62:educationtradetech",0.412218795891835,0.618584870492363,0.546862127006314,0.753789256075281,0.450975776347767
"490","frule61:tasknum3",-0.199096264727128,0.315263756651044,0.265312059735709,-0.750422973329814,0.452999998958807
"491","frule62:tasknum3",0.0945864921400841,0.253069947707139,0.213438502451721,0.443155714894877,0.657653108278527
"492","frule61:tasknum4",-0.823216012580745,0.380642031659046,0.284521864846946,-2.89333128413024,0.0038117901584226
"493","frule61:tasknum5",-0.474493988738917,0.274034982937493,0.213185094351574,-2.22573717070672,0.0260317914355145
"494","frule61:tasknum6",0.00949641419878109,0.352576029455403,0.282359320271163,0.0336323737770059,0.973170306323431
"495","frule61:tasknumMISSING",-1.43216566926304,0.89986402724265,0.640969309743874,-2.23437479375623,0.0254584227898294
"496","frule62:tasknumMISSING",-1.2920453613057,0.782434090698085,0.486797526568649,-2.65417404729457,0.00795028080244685
"497","frule62:transityes",-0.0323357430907406,0.257347114466179,0.207940538163646,-0.155504758121252,0.876423403133777
"498","frule72:demeanrp",-0.0121015489501734,0.103526009734576,0.0799236623451233,-0.151413844099347,0.879649269356057
"499","frule71:ffcomheart",0.359359215708112,0.329961972515483,0.265805163906756,1.3519647640637,0.176386587567027
"500","frule72:ffcomage",0.175648730520726,0.264208032257836,0.224558539383238,0.782195729466155,0.43409955387626
"501","frule71:ffcomcovid",-1.02664793077482,0.329571077279762,0.255347103507696,-4.02059751871778,5.805071212888e-05
"502","frule71:larule1",0.321119652140611,0.198414135117933,0.168601304791175,1.90460953157118,0.0568308466661371
