"","term","estimate","std.error","robust.se","statistic","p.value"
"225","frule21:income27.5",0.645376470656482,0.371350539053952,0.313299998440225,2.05993129227421,0.0394051096837767
"226","frule22:income27.5",-0.614739407016198,0.389452051586475,0.294547478059973,-2.08706389565838,0.0368823591386248
"227","frule21:income40",0.311040405900785,0.327487181533624,0.266103507821615,1.16886999516479,0.24245601404026
"228","frule22:income225",-0.0422919401695209,0.356161676158906,0.285856163435004,-0.147948323595048,0.882383551096904
"229","frule22:countyfuture6to10",1.23609944686974,0.353040153762059,0.278762375169168,4.43424061844646,9.23973863848515e-06
"230","frule22:countyfutureuncer",0.552054565446289,0.224132012117585,0.166613619510975,3.31338198561808,0.000921749972043362
"231","frule21:countypast3to5",0.227102659425944,0.303839092081273,0.253594998960697,0.895532878631968,0.370502298184509
"232","frule22:employmentfull",0.401270073723505,0.2220425989363,0.181687597885473,2.20857162730748,0.0272044506358064
"233","frule23:employmentMISSING",-0.507389859472792,0.503000620559777,0.39586335737273,-1.28172979393759,0.199937449572794
"234","frule23:employmentnotlook",-0.644727883247369,0.386083050612401,0.273933617820725,-2.35359167807329,0.0185930223546002
"235","frule22:employmentself",-0.383526472162022,0.344499455751904,0.294062557809752,-1.30423429292943,0.192153710796319
"236","frule23:employmentstupart",-0.527567107163242,0.581916369312554,0.420067629897781,-1.25590992881699,0.20914862833484
"237","frule22:rulesjudgmentdnk",-0.0839173352859136,0.498154356277516,0.403694396393657,-0.207873421171005,0.83532780267808
"238","frule22:rulesjudgmentgood",0.448877436764626,0.249870763384791,0.200026971054966,2.24408455718343,0.0248269613722455
"239","frule22:rulesjudgmentinsuff",0.607041166450059,0.304280065961981,0.245778140994545,2.46987451363111,0.0135160455632859
"240","frule23:prepjudgmentover",0.200207889871723,0.249578354531102,0.197538874038264,1.0135113447743,0.310815980067491
"241","frule21:prepjudgmentreas",0.243814805407816,0.218048657918734,0.180194099034421,1.35306764602343,0.176034020578355
"242","frule22:prepjudgmentreas",0.154296946724397,0.207818185351121,0.171971364176957,0.897224648201472,0.369599055272467
"243","frule21:ideologyMISSING",1.6992632601933,0.566901851823498,0.395859845827978,4.29258809172507,1.76602447888357e-05
"244","frule21:ideologymliberal",0.5258175390665,0.308224471657309,0.247307777212764,2.12616661308685,0.0334893889855698
"245","frule22:ideologysliberal",0.201093347571822,0.330421167360846,0.267029925846626,0.753074199209131,0.451405327583825
"246","frule23:ideologysliberal",0.0254608208800112,0.294835228835495,0.239888601818509,0.10613601766404,0.915474434563203
"247","frule23:educationsomecoll",-0.0320084721678331,0.198680751500071,0.16157259285596,-0.198105827244899,0.842962265708814
"248","frule22:tasknum3",-0.751596757151745,0.28395470177433,0.238220302132603,-3.15504913067139,0.00160471080100545
"249","frule23:tasknum3",-0.533296780717728,0.259416285311143,0.217675319085803,-2.44996439172561,0.0142870342800853
"250","frule22:tasknum5",-0.337332380659071,0.221082846379761,0.182584035228962,-1.84754587243104,0.0646680661933245
